"Transcript.stable.ID","Strand","GENE_SYMBOL","GENE_NAME","CYTOBAND"
"ENST00000392924","-","SYCP3","synaptonemal complex protein 3","hs|12q23.2"
"ENST00000392951","+","TAGLN","transgelin","hs|11q23.3"
"ENST00000392951","+","TAGLN","transgelin","hs|11q23.3"
"ENST00000392959","-","LCA5","Leber congenital amaurosis 5","hs|6q14.1"
"ENST00000392973","-","DBNDD1","dysbindin (dystrobrevin binding protein 1) domain containing 1","hs|16q24.3"
"ENST00000392976","-","CYB561","cytochrome b-561","hs|17q23.3"
"ENST00000392976","-","CYB561","cytochrome b-561","hs|17q23.3"
"ENST00000392977","+","ANO4","anoctamin 4","hs|12q23.1"
"ENST00000392977","+","ANO4","anoctamin 4","hs|12q23.1"
"ENST00000392981","-","XRN1","5'-3' exoribonuclease 1","hs|3q23"
"ENST00000392984","-","CCDC74B","coiled-coil domain containing 74B","hs|2q21.1"
"ENST00000392988","-","ACP6","acid phosphatase 6, lysophosphatidic","hs|1q21.2"
"ENST00000392991","+","OLFM1","olfactomedin 1","hs|9q34.3"
"ENST00000392993","-","GK5","glycerol kinase 5 (putative)","hs|3q23"
"ENST00000392995","+","PPM1D","protein phosphatase, Mg2+/Mn2+ dependent, 1D","hs|17q23.2"
"ENST00000393001","-","AMMECR1L","AMME chromosomal region gene 1-like","hs|2q14.3"
"ENST00000393001","-","AMMECR1L","AMME chromosomal region gene 1-like","hs|2q14.3"
"ENST00000393004","-","FILIP1","filamin A interacting protein 1","hs|6q14.1"
"ENST00000393045","-","PIAS3","protein inhibitor of activated STAT, 3","hs|1q21.1"
"ENST00000393046","-","PIAS3","protein inhibitor of activated STAT, 3","hs|1q21.1"
"ENST00000393056","+","DBH","dopamine beta-hydroxylase (dopamine beta-monooxygenase)","hs|9q34.2"
"ENST00000393060","+","ADAMTSL2","ADAMTS-like 2","hs|9q34.2"
"ENST00000393063","-","DICER1","dicer 1, ribonuclease type III","hs|14q32.13"
"ENST00000393066","-","TRIM37","tripartite motif containing 37","hs|17q22"
"ENST00000393067","-","POU2AF1","POU class 2 associating factor 1","hs|11q23.1"
"ENST00000393077","+","VTI1A","vesicle transport through interaction with t-SNAREs homolog 1A (yeast)","hs|10q25.2"
"ENST00000393077","+","VTI1A","vesicle transport through interaction with t-SNAREs homolog 1A (yeast)","hs|10q25.2"
"ENST00000393078","+","SERPINA3","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3","hs|14q32.13"
"ENST00000393079","+","TMEM22","transmembrane protein 22","hs|3q22.3"
"ENST00000393079","+","TMEM22","transmembrane protein 22","hs|3q22.3"
"ENST00000393084","-","C11orf65","chromosome 11 open reading frame 65","hs|11q22.3"
"ENST00000393085","-","MTPN","myotrophin","hs|7q33"
"ENST00000393085","-","MTPN","myotrophin","hs|7q33"
"ENST00000393085","-","MTPN","myotrophin","hs|7q33"
"ENST00000393091","-","USP44","ubiquitin specific peptidase 44","hs|12q22"
"ENST00000393092","+","DPEP1","dipeptidase 1 (renal)","hs|16q24.3"
"ENST00000393115","+","IFI27L1","interferon, alpha-inducible protein 27-like 1","hs|14q32.12"
"ENST00000393115","+","IFI27L1","interferon, alpha-inducible protein 27-like 1","hs|14q32.12"
"ENST00000393140","-","PRIMA1","proline rich membrane anchor 1","hs|14q32.12"
"ENST00000393157","-","RALGDS","ral guanine nucleotide dissociation stimulator","hs|9q34.2"
"ENST00000393187","+","MEST","mesoderm specific transcript homolog (mouse)","hs|7q32.2"
"ENST00000393200","+","IL36RN","interleukin 36 receptor antagonist","hs|2q13"
"ENST00000393200","+","IL36RN","interleukin 36 receptor antagonist","hs|2q13"
"ENST00000393212","+","LRRIQ1","leucine-rich repeats and IQ motif containing 1","hs|12q21.31"
"ENST00000393238","-","TMCC1","transmembrane and coiled-coil domain family 1","hs|3q22.1"
"ENST00000393240","+","SYT1","synaptotagmin I","hs|12q21.2"
"ENST00000393250","-","OSBPL8","oxysterol binding protein-like 8","hs|12q21.2"
"ENST00000393262","-","BBS10","Bardet-Biedl syndrome 10","hs|12q21.2"
"ENST00000393262","-","BBS10","Bardet-Biedl syndrome 10","hs|12q21.2"
"ENST00000393277","-","DENND2C","DENN/MADD domain containing 2C","hs|1p13.2"
"ENST00000393277","-","DENND2C","DENN/MADD domain containing 2C","hs|1p13.2"
"ENST00000393278","-","MBD4","methyl-CpG binding domain protein 4","hs|3q21.3"
"ENST00000393293","+","ABL1","c-abl oncogene 1, non-receptor tyrosine kinase","hs|9q34.12"
"ENST00000393295","-","ISY1","ISY1 splicing factor homolog (S. cerevisiae)","hs|3q21.3"
"ENST00000393300","+","OLFML3","olfactomedin-like 3","hs|1p13.2"
"ENST00000393300","+","OLFML3","olfactomedin-like 3","hs|1p13.2"
"ENST00000393312","-","ZNF800","zinc finger protein 800","hs|7q31.33"
"ENST00000393324","-","ME3","malic enzyme 3, NADP(+)-dependent, mitochondrial","hs|11q14.2"
"ENST00000393349","+","NCK2","NCK adaptor protein 2","hs|2q12.2"
"ENST00000393350","-","MAF","v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)","hs|16q23.2"
"ENST00000393359","-","TGFBRAP1","transforming growth factor, beta receptor associated protein 1","hs|2q12.1"
"ENST00000393359","-","TGFBRAP1","transforming growth factor, beta receptor associated protein 1","hs|2q12.1"
"ENST00000393386","+","PTPRZ1","protein tyrosine phosphatase, receptor-type, Z polypeptide 1","hs|7q31.32"
"ENST00000393386","+","PTPRZ1","protein tyrosine phosphatase, receptor-type, Z polypeptide 1","hs|7q31.32"
"ENST00000393405","+","SNX11","sorting nexin 11","hs|17q21.32"
"ENST00000393408","-","CBX1","chromobox homolog 1","hs|17q21.32"
"ENST00000393437","-","LONRF2","LON peptidase N-terminal domain and ring finger 2","hs|2q11.2"
"ENST00000393441","+","BTRC","beta-transducin repeat containing","hs|10q24.32"
"ENST00000393441","+","BTRC","beta-transducin repeat containing","hs|10q24.32"
"ENST00000393456","+","GOSR2","golgi SNAP receptor complex member 2","hs|17q21.32"
"ENST00000393456","+","GOSR2","golgi SNAP receptor complex member 2","hs|17q21.32"
"ENST00000393485","-","TFEC","transcription factor EC","hs|7q31.2"
"ENST00000393496","+","KALRN","kalirin, RhoGEF kinase","hs|3q21.2"
"ENST00000393504","+","CNGA3","cyclic nucleotide gated channel alpha 3","hs|2q11.2"
"ENST00000393512","-","AP1G1","adaptor-related protein complex 1, gamma 1 subunit","hs|16q22.2"
"ENST00000393522","+","FAM153B","family with sequence similarity 153, member B","hs|5q35.2"
"ENST00000393537","-","ANKRD39","ankyrin repeat domain 39","hs|2q11.2"
"ENST00000393547","+","DBF4B","DBF4 homolog B (S. cerevisiae)","hs|17q21.31"
"ENST00000393555","+","DYRK2","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2","hs|12q15"
"ENST00000393580","+","RELT","RELT tumor necrosis factor receptor","hs|11q13.4"
"ENST00000393580","+","RELT","RELT tumor necrosis factor receptor","hs|11q13.4"
"ENST00000393593","-","IRF2","interferon regulatory factor 2","hs|4q35.1"
"ENST00000393593","-","IRF2","interferon regulatory factor 2","hs|4q35.1"
"ENST00000393597","+","P2RY2","purinergic receptor P2Y, G-protein coupled, 2","hs|11q13.4"
"ENST00000393599","-","CDKN2D","cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)","hs|19p13.2"
"ENST00000393600","+","FAM50A","family with sequence similarity 50, member A","hs|Xq28"
"ENST00000393609","-","ARAP1","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1","hs|11q13.4"
"ENST00000393630","+","MON2","MON2 homolog (S. cerevisiae)","hs|12q14.1"
"ENST00000393640","-","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2","hs|16q22.1"
"ENST00000393640","-","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2","hs|16q22.1"
"ENST00000393650","-","IQCB1","IQ motif containing B1","hs|3q13.33"
"ENST00000393655","+","TFAP2B","transcription factor AP-2 beta (activating enhancer binding protein 2 beta)","hs|6p12.3"
"ENST00000393693","-","SNCB","synuclein, beta","hs|5q35.2"
"ENST00000393699","+","OPN5","opsin 5","hs|6p12.3"
"ENST00000393706","+","FPGS","folylpolyglutamate synthase","hs|9q34.11"
"ENST00000393710","-","NAA10","N(alpha)-acetyltransferase 10, NatA catalytic subunit","hs|Xq28"
"ENST00000393725","-","KIAA1191","KIAA1191","hs|5q35.2"
"ENST00000393725","-","KIAA1191","KIAA1191","hs|5q35.2"
"ENST00000393743","-","DDX60","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","hs|4q32.3"
"ENST00000393743","-","DDX60","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","hs|4q32.3"
"ENST00000393758","-","PDZD4","PDZ domain containing 4","hs|Xq28"
"ENST00000393766","+","MSMO1","methylsterol monooxygenase 1","hs|4q32.3"
"ENST00000393786","+","SRPK3","SRSF protein kinase 3","hs|Xq28"
"ENST00000393792","-","UBTD2","ubiquitin domain containing 2","hs|5q35.1"
"ENST00000393792","-","UBTD2","ubiquitin domain containing 2","hs|5q35.1"
"ENST00000393795","-","PSMC3IP","PSMC3 interacting protein","hs|17q21.2"
"ENST00000393830","+","SIDT1","SID1 transmembrane family, member 1","hs|3q13.2"
"ENST00000393860","-","RAB5C","RAB5C, member RAS oncogene family","hs|17q21.2"
"ENST00000393860","-","RAB5C","RAB5C, member RAS oncogene family","hs|17q21.2"
"ENST00000393867","-","TAC3","tachykinin 3","hs|12q13.3"
"ENST00000393870","-","OPALIN","oligodendrocytic myelin paranodal and inner loop protein","hs|10q24.1"
"ENST00000393892","+","CNP","2',3'-cyclic nucleotide 3' phosphodiesterase","hs|17q21.2"
"ENST00000393900","+","MAGEA12","melanoma antigen family A, 12","hs|Xq28"
"ENST00000393909","+","MRPL19","mitochondrial ribosomal protein L19","hs|2p12"
"ENST00000393927","-","ZNF414","zinc finger protein 414","hs|19p13.2"
"ENST00000393929","+","CCNG1","cyclin G1","hs|5q34"
"ENST00000393931","-","JUP","junction plakoglobin","hs|17q21.2"
"ENST00000393946","+","SYT12","synaptotagmin XII","hs|11q13.2"
"ENST00000393960","-","PC","pyruvate carboxylase","hs|11q13.2"
"ENST00000393965","-","CCDC142","coiled-coil domain containing 142","hs|2p13.1"
"ENST00000393975","-","C1QTNF2","C1q and tumor necrosis factor related protein 2","hs|5q33.3"
"ENST00000393975","-","C1QTNF2","C1q and tumor necrosis factor related protein 2","hs|5q33.3"
"ENST00000393986","-","KRT36","keratin 36","hs|17q21.2"
"ENST00000393989","-","KRT35","keratin 35","hs|17q21.2"
"ENST00000393997","+","ELMO3","engulfment and cell motility 3","hs|16q22.1"
"ENST00000394008","+","KRTAP9-9","keratin associated protein 9-9","hs|17q21.2"
"ENST00000394009","+","C14orf45","chromosome 14 open reading frame 45","hs|14q24.3"
"ENST00000394015","-","KRTAP2-4","keratin associated protein 2-4","hs|17q21.2"
"ENST00000394052","-","KRT222","keratin 222","hs|17q21.2"
"ENST00000394059","-","SLC10A7","solute carrier family 10 (sodium/bile acid cotransporter family), member 7","hs|4q31.22"
"ENST00000394070","+","STAMBP","STAM binding protein","hs|2p13.1"
"ENST00000394077","-","RPL24","ribosomal protein L24","hs|3q12.3"
"ENST00000394077","-","RPL24","ribosomal protein L24","hs|3q12.3"
"ENST00000394082","-","SNRPA1","small nuclear ribonucleoprotein polypeptide A'","hs|15q26.3"
"ENST00000394085","-","SENP7","SUMO1/sentrin specific peptidase 7","hs|3q12.3"
"ENST00000394092","+","SMAD1","SMAD family member 1","hs|4q31.21"
"ENST00000394104","+","GAPVD1","GTPase activating protein and VPS9 domains 1","hs|9q33.3"
"ENST00000394104","+","GAPVD1","GTPase activating protein and VPS9 domains 1","hs|9q33.3"
"ENST00000394106","-","CMTM4","CKLF-like MARVEL transmembrane domain containing 4","hs|16q21"
"ENST00000394114","+","CASC3","cancer susceptibility candidate 3","hs|17q21.1"
"ENST00000394115","+","SUOX","sulfite oxidase","hs|12q13.2"
"ENST00000394121","+","THRA","thyroid hormone receptor, alpha","hs|17q21.1"
"ENST00000394140","+","NIT2","nitrilase family, member 2","hs|3q12.2"
"ENST00000394142","+","CNPY3","canopy 3 homolog (zebrafish)","hs|6p21.1"
"ENST00000394150","+","ZNF498","zinc finger protein 498","hs|7q22.1"
"ENST00000394156","-","CDH11","cadherin 11, type 2, OB-cadherin (osteoblast)","hs|16q21"
"ENST00000394157","+","PSEN1","presenilin 1","hs|14q24.2"
"ENST00000394164","+","PSEN1","presenilin 1","hs|14q24.2"
"ENST00000394169","-","ORMDL3","ORM1-like 3 (S. cerevisiae)","hs|17q12"
"ENST00000394186","-","ATP5J2","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2","hs|7q22.1"
"ENST00000394221","-","DHFRL1","dihydrofolate reductase-like 1","hs|3q11.1"
"ENST00000394226","-","ZNF300","zinc finger protein 300","hs|5q33.1"
"ENST00000394235","-","ELF2","E74-like factor 2 (ets domain transcription factor)","hs|4q31.1"
"ENST00000394236","-","PROS1","protein S (alpha)","hs|3p11.1"
"ENST00000394236","-","PROS1","protein S (alpha)","hs|3q11.1"
"ENST00000394236","-","PROS1","protein S (alpha)","hs|3q11.1"
"ENST00000394246","+","PNMT","phenylethanolamine N-methyltransferase","hs|17q12"
"ENST00000394250","+","STARD3","StAR-related lipid transfer (START) domain containing 3","hs|17q12"
"ENST00000394250","+","STARD3","StAR-related lipid transfer (START) domain containing 3","hs|17q12"
"ENST00000394252","+","METTL7B","methyltransferase like 7B","hs|12q13.2"
"ENST00000394269","+","TCOF1","Treacher Collins-Franceschetti syndrome 1","hs|5q32"
"ENST00000394275","+","UNC45A","unc-45 homolog A (C. elegans)","hs|15q26.1"
"ENST00000394275","+","UNC45A","unc-45 homolog A (C. elegans)","hs|15q26.1"
"ENST00000394276","-","PGRMC2","progesterone receptor membrane component 2","hs|4q28.2"
"ENST00000394287","-","MED1","mediator complex subunit 1","hs|17q12"
"ENST00000394303","-","CACNB1","calcium channel, voltage-dependent, beta 1 subunit","hs|17q12"
"ENST00000394303","-","CACNB1","calcium channel, voltage-dependent, beta 1 subunit","hs|17q12"
"ENST00000394318","-","PLXDC1","plexin domain containing 1","hs|17q12"
"ENST00000394320","+","PPARGC1B","peroxisome proliferator-activated receptor gamma, coactivator 1 beta","hs|5q32"
"ENST00000394321","+","MCOLN1","mucolipin 1","hs|19p13.2"
"ENST00000394329","+","FAT4","FAT tumor suppressor homolog 4 (Drosophila)","hs|4q28.1"
"ENST00000394334","+","MST4","serine/threonine protein kinase MST4","hs|Xq26.2"
"ENST00000394337","+","CCDC135","coiled-coil domain containing 135","hs|16q21"
"ENST00000394391","-","CIAPIN1","cytokine induced apoptosis inhibitor 1","hs|16q21"
"ENST00000394391","-","CIAPIN1","cytokine induced apoptosis inhibitor 1","hs|16q21"
"ENST00000394412","-","KIF7","kinesin family member 7","hs|15q26.1"
"ENST00000394427","-","QRFPR","pyroglutamylated RFamide peptide receptor","hs|4q27"
"ENST00000394468","-","HEPACAM2","HEPACAM family member 2","hs|7q21.3"
"ENST00000394480","-","NTRK3","neurotrophic tyrosine kinase, receptor, type 3","hs|15q25.3"
"ENST00000394480","-","NTRK3","neurotrophic tyrosine kinase, receptor, type 3","hs|15q25.3"
"ENST00000394481","-","FAM107A","family with sequence similarity 107, member A","hs|3p14.3"
"ENST00000394481","-","FAM107A","family with sequence similarity 107, member A","hs|3p14.3"
"ENST00000394481","-","FAM107A","family with sequence similarity 107, member A","hs|3p14.3"
"ENST00000394485","+","MT1X","metallothionein 1X","hs|16q13"
"ENST00000394485","+","MT1X","metallothionein 1X","hs|16q13"
"ENST00000394485","+","MT1X","metallothionein 1X","hs|16q13"
"ENST00000394487","+","TLR4","toll-like receptor 4","hs|9q33.1"
"ENST00000394511","+","UGT8","UDP glycosyltransferase 8","hs|4q26"
"ENST00000394537","+","ANK2","ankyrin 2, neuronal","hs|4q26"
"ENST00000394549","-","DNASE1L3","deoxyribonuclease I-like 3","hs|3p14.3"
"ENST00000394580","+","RPL36","ribosomal protein L36","hs|19p13.3"
"ENST00000394583","+","ZNF326","zinc finger protein 326","hs|1p22.2"
"ENST00000394588","-","NMB","neuromedin B","hs|15q25.2"
"ENST00000394593","+","LRRC8D","leucine rich repeat containing 8 family, member D","hs|1p22.2"
"ENST00000394597","-","RFFL","ring finger and FYVE-like domain containing 1","hs|17q12"
"ENST00000394597","-","RFFL","ring finger and FYVE-like domain containing 1","hs|17q12"
"ENST00000394600","-","MTIF2","mitochondrial translational initiation factor 2","hs|2p16.1"
"ENST00000394604","+","CLDN12","claudin 12","hs|7q21.13"
"ENST00000394607","-","ELOVL6","ELOVL fatty acid elongase 6","hs|4q25"
"ENST00000394613","-","PLA2G16","phospholipase A2, group XVI","hs|11q12.3"
"ENST00000394627","+","CCL7","chemokine (C-C motif) ligand 7","hs|17q12"
"ENST00000394636","+","IRX5","iroquois homeobox 5","hs|16q12.2"
"ENST00000394637","+","SPACA3","sperm acrosome associated 3","hs|17q11.2"
"ENST00000394642","+","TMEM98","transmembrane protein 98","hs|17q11.2"
"ENST00000394642","+","TMEM98","transmembrane protein 98","hs|17q11.2"
"ENST00000394649","-","MYO1D","myosin ID","hs|17q11.2"
"ENST00000394666","+","ACYP2","acylphosphatase 2, muscle type","hs|2p16.2"
"ENST00000394670","+","ZNF207","zinc finger protein 207","hs|17q11.2"
"ENST00000394673","+","ZNF207","zinc finger protein 207","hs|17q11.2"
"ENST00000394685","+","KIAA1199","KIAA1199","hs|15q25.1"
"ENST00000394685","+","KIAA1199","KIAA1199","hs|15q25.1"
"ENST00000394686","+","SGMS2","sphingomyelin synthase 2","hs|4q25"
"ENST00000394688","-","BRD7","bromodomain containing 7","hs|16q12.1"
"ENST00000394705","-","GPR75","G protein-coupled receptor 75","hs|2p16.2"
"ENST00000394713","+","LRRC37B","leucine rich repeat containing 37B","hs|17q11.2"
"ENST00000394714","-","KIAA1324L","KIAA1324-like","hs|7q21.12"
"ENST00000394715","-","ZBTB25","zinc finger and BTB domain containing 25","hs|14q23.3"
"ENST00000394718","+","AKAP5","A kinase (PRKA) anchor protein 5","hs|14q23.3"
"ENST00000394723","+","ANKHD1","ankyrin repeat and KH domain containing 1","hs|5q31.3"
"ENST00000394747","-","ABCC11","ATP-binding cassette, sub-family C (CFTR/MRP), member 11","hs|16q12.1"
"ENST00000394767","-","CXXC4","CXXC finger protein 4","hs|4q24"
"ENST00000394775","-","CCDC121","coiled-coil domain containing 121","hs|2p23.3"
"ENST00000394785","-","SLC9B2","solute carrier family 9, subfamily B (cation proton antiporter 2), member 2","hs|4q24"
"ENST00000394806","-","C16orf87","chromosome 16 open reading frame 87","hs|16q11.2"
"ENST00000394807","-","ZBTB3","zinc finger and BTB domain containing 3","hs|11q12.3"
"ENST00000394810","-","SYNPO2L","synaptopodin 2-like","hs|10q22.2"
"ENST00000394820","+","NFKB1","nuclear factor of kappa light polypeptide gene enhancer in B-cells 1","hs|4q24"
"ENST00000394821","-","SLC6A4","solute carrier family 6 (neurotransmitter transporter, serotonin), member 4","hs|17q11.2"
"ENST00000394826","+","NSRP1","nuclear speckle splicing regulatory protein 1","hs|17q11.2"
"ENST00000394833","-","SLC39A8","solute carrier family 39 (zinc transporter), member 8","hs|4q24"
"ENST00000394836","-","RAB3IL1","RAB3A interacting protein (rabin3)-like 1","hs|11q12.2"
"ENST00000394848","-","SSH2","slingshot homolog 2 (Drosophila)","hs|17q11.2"
"ENST00000394852","+","DNAJA4","DnaJ (Hsp40) homolog, subfamily A, member 4","hs|15q25.1"
"ENST00000394853","-","PPP3CA","protein phosphatase 3, catalytic subunit, alpha isozyme","hs|4q24"
"ENST00000394854","-","PPP3CA","protein phosphatase 3, catalytic subunit, alpha isozyme","hs|4q24"
"ENST00000394858","+","TGFB1I1","transforming growth factor beta 1 induced transcript 1","hs|16p11.2"
"ENST00000394861","+","SOCS5","suppressor of cytokine signaling 5","hs|2p21"
"ENST00000394861","+","SOCS5","suppressor of cytokine signaling 5","hs|2p21"
"ENST00000394865","-","TTC18","tetratricopeptide repeat domain 18","hs|10q22.2"
"ENST00000394869","-","GIT1","G protein-coupled receptor kinase interacting ArfGAP 1","hs|17q11.2"
"ENST00000394869","-","GIT1","G protein-coupled receptor kinase interacting ArfGAP 1","hs|17q11.2"
"ENST00000394872","-","COL4A6","collagen, type IV, alpha 6","hs|Xq22.3"
"ENST00000394884","-","CDC23","cell division cycle 23 homolog (S. cerevisiae)","hs|5q31.2"
"ENST00000394885","+","RCN2","reticulocalbin 2, EF-hand calcium binding domain","hs|15q24.3"
"ENST00000394886","-","CDC23","cell division cycle 23 homolog (S. cerevisiae)","hs|5q31.2"
"ENST00000394899","-","ADH6","alcohol dehydrogenase 6 (class V)","hs|4q23"
"ENST00000394905","-","CCL26","chemokine (C-C motif) ligand 26","hs|7q11.23"
"ENST00000394905","-","CCL26","chemokine (C-C motif) ligand 26","hs|7q11.23"
"ENST00000394906","-","FLOT2","flotillin 2","hs|17q11.2"
"ENST00000394909","-","ZNF16","zinc finger protein 16","hs|8q24.3"
"ENST00000394933","-","TLCD1","TLC domain containing 1","hs|17q11.2"
"ENST00000394938","+","RPL23A","ribosomal protein L23a","hs|17q11.2"
"ENST00000394942","-","WDR89","WD repeat domain 89","hs|14q23.2"
"ENST00000394942","-","WDR89","WD repeat domain 89","hs|14q23.2"
"ENST00000394945","-","SPOCK1","sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1","hs|5q31.2"
"ENST00000394949","-","SIN3A","SIN3 homolog A, transcription regulator (yeast)","hs|15q24.2"
"ENST00000394951","+","BCKDK","branched chain ketoacid dehydrogenase kinase","hs|16p11.2"
"ENST00000394951","+","BCKDK","branched chain ketoacid dehydrogenase kinase","hs|16p11.2"
"ENST00000394955","+","GPT","glutamic-pyruvate transaminase (alanine aminotransferase)","hs|8q24.3"
"ENST00000394970","-","POC1A","POC1 centriolar protein homolog A (Chlamydomonas)","hs|3p21.2"
"ENST00000394970","-","POC1A","POC1 centriolar protein homolog A (Chlamydomonas)","hs|3p21.2"
"ENST00000394973","-","KCNG3","potassium voltage-gated channel, subfamily G, member 3","hs|2p21"
"ENST00000394975","-","VKORC1","vitamin K epoxide reductase complex, subunit 1","hs|16p11.2"
"ENST00000394979","+","ZNF646","zinc finger protein 646","hs|16p11.2"
"ENST00000394979","+","ZNF646","zinc finger protein 646","hs|16p11.2"
"ENST00000395003","+","PHF15","PHD finger protein 15","hs|5q31.1"
"ENST00000395009","-","CDKN2AIPNL","CDKN2A interacting protein N-terminal like","hs|5q31.1"
"ENST00000395019","+","CTF1","cardiotrophin 1","hs|16p11.2"
"ENST00000395047","-","VDAC1","voltage-dependent anion channel 1","hs|5q31.1"
"ENST00000395051","-","BAAT","bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase)","hs|9q31.1"
"ENST00000395056","+","LPPR1","lipid phosphate phosphatase-related protein type 1","hs|9q31.1"
"ENST00000395059","+","SRCAP","Snf2-related CREBBP activator protein","hs|16p11.2"
"ENST00000395064","+","ZBTB9","zinc finger and BTB domain containing 9","hs|6p21.32"
"ENST00000395076","+","PPM1A","protein phosphatase, Mg2+/Mn2+ dependent, 1A","hs|14q23.1"
"ENST00000395081","-","UBL7","ubiquitin-like 7 (bone marrow stromal cell-derived)","hs|15q24.1"
"ENST00000395091","-","ZNF764","zinc finger protein 764","hs|16p11.2"
"ENST00000395091","-","ZNF764","zinc finger protein 764","hs|16p11.2"
"ENST00000395095","+","FZR1","fizzy/cell division cycle 20 related 1 (Drosophila)","hs|19p13.3"
"ENST00000395127","-","EIF2AK2","eukaryotic translation initiation factor 2-alpha kinase 2","hs|2p22.2"
"ENST00000395135","+","PML","promyelocytic leukemia","hs|15q24.1"
"ENST00000395135","+","PML","promyelocytic leukemia","hs|15q24.1"
"ENST00000395135","+","PML","promyelocytic leukemia","hs|15q24.1"
"ENST00000395145","-","CLDN3","claudin 3","hs|7q11.23"
"ENST00000395145","-","CLDN3","claudin 3","hs|7q11.23"
"ENST00000395168","+","ARID4A","AT rich interactive domain 4A (RBP1-like)","hs|14q23.1"
"ENST00000395168","+","ARID4A","AT rich interactive domain 4A (RBP1-like)","hs|14q23.1"
"ENST00000395172","+","C8orf31","chromosome 8 open reading frame 31","hs|8q24.3"
"ENST00000395176","-","DNAJC30","DnaJ (Hsp40) homolog, subfamily C, member 30","hs|7q11.23"
"ENST00000395183","+","ARHGAP24","Rho GTPase activating protein 24","hs|4q21.3"
"ENST00000395202","-","MAPK3","mitogen-activated protein kinase 3","hs|16p11.2"
"ENST00000395216","-","ZNF785","zinc finger protein 785","hs|16p11.2"
"ENST00000395226","+","AGPAT9","1-acylglycerol-3-phosphate O-acyltransferase 9","hs|4q21.23"
"ENST00000395240","+","ALDOA","aldolase A, fructose-bisphosphate","hs|16p11.2"
"ENST00000395244","-","TRIM74","tripartite motif containing 74","hs|7q11.23"
"ENST00000395246","+","CDC42SE2","CDC42 small effector 2","hs|5q31.1"
"ENST00000395246","+","CDC42SE2","CDC42 small effector 2","hs|5q31.1"
"ENST00000395254","+","ZNF365","zinc finger protein 365","hs|10q21.2"
"ENST00000395254","+","ZNF365","zinc finger protein 365","hs|10q21.2"
"ENST00000395260","-","RTKN2","rhotekin 2","hs|10q21.2"
"ENST00000395270","+","POM121","POM121 membrane glycoprotein","hs|7q11.23"
"ENST00000395270","+","POM121","POM121 membrane glycoprotein","hs|7q11.23"
"ENST00000395275","-","CALN1","calneuron 1","hs|7q11.22"
"ENST00000395275","-","CALN1","calneuron 1","hs|7q11.22"
"ENST00000395296","+","IZUMO4","IZUMO family member 4","hs|19p13.3"
"ENST00000395297","-","FAM135B","family with sequence similarity 135, member B","hs|8q24.23"
"ENST00000395321","-","ALDOC","aldolase C, fructose-bisphosphate","hs|17q11.2"
"ENST00000395323","+","LBH","limb bud and heart development homolog (mouse)","hs|2p23.1"
"ENST00000395325","+","DNAJC6","DnaJ (Hsp40) homolog, subfamily C, member 6","hs|1p31.3"
"ENST00000395348","-","SLC16A9","solute carrier family 16, member 9 (monocarboxylic acid transporter 9)","hs|10q21.2"
"ENST00000395353","+","MVP","major vault protein","hs|16p11.2"
"ENST00000395374","+","PHF20L1","PHD finger protein 20-like 1","hs|8q24.22"
"ENST00000395375","+","ZNF273","zinc finger protein 273","hs|7q11.21"
"ENST00000395385","-","ZNF681","zinc finger protein 681","hs|19p12"
"ENST00000395389","+","SPN","sialophorin","hs|16p11.2"
"ENST00000395389","+","SPN","sialophorin","hs|16p11.2"
"ENST00000395422","-","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2","hs|1p36.21"
"ENST00000395422","-","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2","hs|7p11.2"
"ENST00000395467","-","ADAMTSL5","ADAMTS-like 5","hs|19p13.3"
"ENST00000395467","-","ADAMTSL5","ADAMTS-like 5","hs|19p13.3"
"ENST00000395468","+","MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1-like","hs|14q22.3"
"ENST00000395468","+","MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1-like","hs|14q22.3"
"ENST00000395471","-","PSPH","phosphoserine phosphatase","hs|7p11.2"
"ENST00000395471","-","PSPH","phosphoserine phosphatase","hs|7p11.2"
"ENST00000395499","-","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)","hs|6p21.32"
"ENST00000395525","+","SPECC1","sperm antigen with calponin homology and coiled-coil domains 1","hs|17p11.2"
"ENST00000395527","+","SPECC1","sperm antigen with calponin homology and coiled-coil domains 1","hs|17p11.2"
